,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,Ent I,Ent C,Ent Cl,FC,FR,Ama,Roj.,Rob,Desp,Pos Gan/90,Pos Perd/90,Gol,xG,Cab Int,Cab,DsR,Rec,Cen.In,Cen.Com,Cen I-Ab,Cen C-Ab
- - -,Juv,Aleksandar Simčič,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Saúl Sánchez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Julio Ondo,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Raúl,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ariday Álamo,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Cristóbal Gil,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alfredo,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro Baladía,DF/CR/ME (I),28,2.448,1.260,1.058,139,21,2,"2,54",6,33,192,51,"325,1 km","10,74",62,48,0,36,35,1,0,49,40,"10,96","17,1",1,"0,81",158,116,9,19,69,9,69,9
- - -,,Marcos Camarasa,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Manel García,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Guerrero,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Arjona,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Daniel Sanz,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Wahyu Riyadi,CR/ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ángel Araújo,DL (C),0 (5),42,10,9,0,0,0,0,0,0,3,0,"7,1 km",-,0,-,0,0,0,0,0,0,0,-,-,0,"0,48",6,1,0,0,0,0,0,0
- - -,Les,Antonio Amores,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Omar Moreno,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Diego Palacios,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ricardo Cobos,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Alejandro Correa,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Fabio Collado,ME/MP (D),1,90,20,13,0,0,0,0,0,0,0,0,"0,0 km",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0
- - -,Juv,Narcís,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juan Labaien,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Joan Ramón Munill,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Manuel,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alex Agwu,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David Guerrero,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pepe Pablo,ME (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pepe Herrero,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,David Hyjek,"MC, ME (C), MP (DC)",2 (13),516,278,252,22,4,0,"0,64",3,1,55,15,"73,1 km","9,24",12,10,0,2,4,0,0,6,5,"5,23","9,07",0,"0,46",22,10,0,0,5,1,5,1
- - -,Seg,Mamour Diallo,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Eloy Blanco,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ibrahima Fofana,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Adrián Parreño,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jacobo Martínez,POR,1 (2),192,50,26,0,0,0,0,0,0,0,0,"10,2 km",0,0,-,0,0,1,0,0,0,-,"2,34","7,97",0,0,-,-,-,-,-,-,-,-
- - -,Juv,Felipe Cintas,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Ramón,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jorge Barrero,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Patxi Pérez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Daniel Pérez,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Miguel Martínez,ME (C),3 (29),1.139,536,468,50,16,1,"0,83",2,12,134,34,"163,5 km","8,85",26,21,0,16,4,2,0,24,11,"5,77","15,33",1,"0,56",63,22,0,6,29,2,22,2
- - -,,Choco,ME/MP (D),33,2.423,884,755,68,41,2,1,3,76,289,76,"328,6 km","9,58",63,55,0,33,24,5,0,34,32,"1,97","21,8",3,"3,38",154,48,0,8,140,20,140,20
- - -,Juv,Miguel João,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álex Ruiz,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Daniel Moreno,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Javier Ros,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Neizan,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ibai Arroki,DF/CR (D),34,3.060,1.551,1.320,170,35,8,"3,35",5,30,238,74,"398,4 km","10,59",92,70,3,27,29,0,0,62,54,"7,59","20,29",2,"2,87",180,80,14,10,126,14,126,14
- - -,,Diego Méndez,"DF (C), MC, ME (C)",2 (5),229,142,130,8,0,0,"1,34",1,1,17,5,"29,5 km","7,47",5,4,0,0,0,0,0,3,5,"9,04","7,47",0,0,16,6,0,4,0,0,0,0
- - -,Juv,Victor,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio Beltrán,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Manuel González,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Gonzalo Aranguren,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pablo,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Marcos Padilla,DL (C),0 (3),27,7,7,0,0,0,"0,38",1,0,1,0,"4,0 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,3,1,0,0,0,0,0,0
- - -,,Òscar Aspar,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jonathan Corozo,"MC, ME (C)",5 (1),485,254,215,18,7,0,"1,46",2,5,50,20,"68,3 km","8,91",18,12,1,2,5,0,0,11,7,"9,84","11,88",1,"0,38",16,6,0,5,2,0,2,0
- - -,Juv,Òscar Alonso,DL (C),0 (3),25,6,5,0,0,0,0,0,0,2,0,"3,7 km",-,0,-,0,1,0,0,0,0,0,-,-,0,0,3,1,0,0,0,0,0,0
- - -,Ced,Guillermo Marquina,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Keven,"ME (I), MP (DI)",0 (1),87,36,26,3,3,0,0,0,2,9,2,"15,0 km","15,52",2,2,0,1,2,0,0,0,1,"1,03","24,83",0,"0,14",3,1,0,0,4,0,4,0
- - -,Juv,Samuel Rodríguez,DF (I),7 (2),742,390,337,51,12,0,"0,31",1,3,70,15,"101,9 km","14,8",22,22,0,6,1,0,0,23,20,"6,19","23,29",0,"0,01",51,30,0,11,26,1,26,1
- - -,,Nico,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Malam Cassamá,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,José Serrano,POR,0 (1),34,8,4,0,0,0,0,0,0,0,0,"3,5 km",-,0,-,0,1,1,1,0,0,-,-,-,0,0,-,-,-,-,-,-,-,-
- - -,Juv,Txema Larrañaga,MP (C),0 (1),14,7,6,1,0,0,0,0,0,2,1,"1,8 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0
- - -,Juv,Enrique Tomás,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Sergio Espinosa,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Robert Morales,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Sergio Hernàndez,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ibrahima Doumbouya,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Edu Curiel,DF/CR (D),0 (1),41,18,16,1,0,0,0,0,1,3,1,"6,0 km",-,1,1,0,0,0,0,0,1,0,-,-,0,0,3,0,2,1,1,0,1,0
- - -,Ctr,Mario Ruiz,POR,0 (4),215,57,19,0,0,0,0,0,0,0,0,"15,3 km",0,0,-,0,0,2,0,0,0,-,0,"10,88",0,0,-,-,-,-,-,-,-,-
- - -,Juv,Borja Peralta,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Javi Carretero,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Sanz,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Genar Campabadal,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Sainey Jobe,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Christian Ruiz,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Julio Sáez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Antonio Jesús Salas,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Lucas Menudo,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Lucas Jiménez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ricard,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Jan Deulofeu,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Andreu Gascons,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Jaime Chamorro,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mario Hervás,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Viliam Hynek,POR,4 (6),697,164,122,0,0,0,0,0,0,0,0,"42,7 km",0,0,-,0,0,5,0,0,0,-,"0,9","10,46",0,0,-,-,-,-,-,-,-,-
- - -,Juv,Antonio Molina,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Mohamed Asanka de Silva,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ibán Díez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Lebarbier,MC,27,2.275,1.311,1.154,99,49,2,"3,06",5,10,241,71,"306,9 km","8,82",71,56,2,37,14,6,0,32,24,"14,56","5,85",1,"1,06",90,29,8,9,7,1,7,1
- - -,Juv,Álex Mancebo,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Víctor,MP (I),0 (1),81,32,26,2,0,0,0,0,1,9,3,"10,9 km","11,11",2,2,0,1,1,0,0,4,0,"1,11","32,22",0,0,6,5,0,1,5,0,5,0
- - -,,Andreas Årdal,MP (DI),34,2.937,987,836,63,46,1,"1,79",9,92,391,90,"403,4 km","12,84",79,68,0,45,48,5,0,56,25,"3,83","24,24",1,"2,77",235,48,0,7,170,26,123,20
- - -,Juv,Jorge Segura,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Diego Espejo,DF (C),34,2.971,1.845,1.609,109,9,2,"1,65",7,11,81,30,"350,4 km","5,06",37,33,3,32,13,8,0,30,53,"15,84","2,54",2,"1,8",274,201,22,13,3,0,3,0
- - -,Les,Borja,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Julio Bernabéu,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Óscar,DF (DC),2 (7),415,237,188,25,2,0,"0,17",1,3,25,12,"52,0 km","9,98",14,11,0,3,2,1,0,4,9,"12,14","8,24",0,"1,59",31,23,4,2,9,0,9,0
- - -,Juv,Javier,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jaime Tobajas,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Enzo Busto,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Yago Insua,"ME/MP (I), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marc Martínez,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Roberto,DF (C),0 (3),100,55,46,7,1,0,0,0,3,9,1,"14,6 km","17,1",2,2,1,2,0,0,0,3,2,"3,6","16,2",0,0,6,4,2,1,1,0,1,0
- - -,,Nico Riestra,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Rubén Medina,DF (C),0 (1),6,3,2,0,0,0,0,0,0,0,0,"1,5 km",-,0,-,0,0,1,0,0,0,0,-,-,0,0,1,0,0,0,0,0,0,0
- - -,Seg,Moussa Diallo,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Luis Niño,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pablo Martínez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Miguel De la Osa,POR,1 (2),265,64,29,0,0,0,0,0,0,0,0,"5,0 km",0,0,-,0,0,3,0,0,0,-,"1,7","5,43",0,0,-,-,-,-,-,-,-,-
- - -,Juv,Frank Antwi,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Rodrigo Andreu,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Adrien Awana,DF (IC),1,90,20,13,0,0,0,0,0,0,0,0,"0,0 km",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0
- - -,,David Reichert,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Javi Gómez,DF (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Rey,ME/MP (D),0 (8),185,89,74,4,0,0,"0,3",1,5,22,4,"26,3 km","9,73",4,4,0,1,1,0,0,5,1,"2,92","15,08",0,0,10,3,0,2,5,0,5,0
- - -,Juv,Josep Cortés,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Luis Alonso,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Marcos Villar,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Claudio Pina,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Rubén Galiano,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Nahum Muñoz,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pau,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Noël Camara,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Francisco José,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Lucas Blanco,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iker Venteo,POR,1,90,24,21,0,0,0,0,0,0,0,0,"4,5 km",0,0,-,0,0,0,0,0,0,-,1,10,0,0,-,-,-,-,-,-,-,-
- - -,Juv,Alejandro,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jonathan,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Gonzalo Cano,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Manuel Criado,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Etienne Edoa,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Josep María,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jesús Rey,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Antoni Bellerín,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Gustavo Schneider,"MP (DC), DL (C)",0 (7),146,32,29,1,1,0,0,0,2,8,1,"15,4 km","3,7",1,1,0,1,1,0,0,2,2,0,"17,26",0,"0,51",15,4,0,0,0,0,0,0
- - -,,Juan Gainzarain,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,César Pirot,POR,7 (1),706,171,92,0,0,0,0,0,0,0,0,"42,6 km",0,0,-,0,0,0,0,0,0,-,"0,76","10,58",0,0,-,-,-,-,-,-,-,-
- - -,Juv,Manel,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Sergio Nores,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Olmedo,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Iván,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José López García,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Kiko Zambrano,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
