,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
- - -,,Jay Romero,ME/MP (D),30,2.635,-,-,-,-,-,-,962,798,-,-,-,-,-,0,"4,1","15,34"
- - -,,Josemi,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hamza Bellari,MP (DI),2 (3),238,-,-,-,-,-,-,63,41,-,-,-,-,-,0,0,"6,43"
- - -,,Alejandro Cid,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergi Esteban,ME (C),2 (6),262,-,-,-,-,-,-,130,111,-,-,-,-,-,0,"8,93","15,46"
- - -,,Manel Martínez,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Charles Trujillo,"ME (I), MP (IC)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pedro Morillo,DF/CR/MP (I),36,3.150,-,-,-,-,-,-,1.632,1.369,-,-,-,-,-,0,"8,69","15,8"
- - -,,Martin Salvador,DF (I),33,2.809,-,-,-,-,-,-,1.483,1.232,-,-,-,-,-,0,"13,23","14,99"
- - -,Ctr,Alejandro Tierno,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Usama,ME/MP (DC),1 (4),201,-,-,-,-,-,-,90,76,-,-,-,-,-,0,"4,03","17,91"
- - -,Juv,Cristian Santos,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Felipe,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Víctor Lázaro,ME (C),1 (14),451,-,-,-,-,-,-,229,198,-,-,-,-,-,0,"4,59","17,56"
- - -,,Pol Cid,"ME (C), MP (DIC)",2,161,-,-,-,-,-,-,62,50,-,-,-,-,-,0,"5,03","26,83"
- - -,,Iván Del Olmo,ME (C),0 (2),39,-,-,-,-,-,-,18,16,-,-,-,-,-,0,-,-
- - -,,Martín Pedroarena,DL (C),0 (1),34,-,-,-,-,-,-,8,7,-,-,-,-,-,0,-,-
- - -,,Dani Guiseris,POR,33,2.838,46,"1,67",26,16,69%,63,667,352,6,89%,3,0,0%,0,"2,95","8,44"
- - -,Ctr,Izan,DL (C),0 (20),708,-,-,-,-,-,-,172,154,-,-,-,-,-,0,"0,89","23,39"
- - -,,Alejandro Bueso,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David Roldán,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Joan,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Álvaro Mardones,"MP (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mikel Serrano,DF (C),6,540,-,-,-,-,-,-,322,290,-,-,-,-,-,0,12,4
- - -,,José Santullano,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David Etxaburu,CR/ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Martínez,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,José Val,DF (D),34,2.916,-,-,-,-,-,-,1.727,1.520,-,-,-,-,-,0,"12,07","4,94"
- - -,,José Guerra,DF (C),0 (1),89,-,-,-,-,-,-,56,51,-,-,-,-,-,0,"6,07","6,07"
- - -,,Alejandro Nores,DF (D),11,990,-,-,-,-,-,-,475,385,-,-,-,-,-,0,"9,91","17,36"
- - -,Seg,Carlos Etxebarria,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Muñoz,ME/MP (C),0 (1),21,-,-,-,-,-,-,10,9,-,-,-,-,-,0,-,-
- - -,,Lolo Cortés,POR,2 (8),427,5,"1,73",2,2,68%,7,95,72,6,82%,2,0,-,0,"2,53","6,11"
- - -,Juv,Oinatz Etxaniz,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Peña,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Nico,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro Pacheco,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Martín Montoya,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani González,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Kepa Muñoz,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ander Blanco,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Samu Becerra,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iker Navarro,"DF (C), MC",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Salvi Esquivel,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Lamin Sowe,DF/CR (I),0 (1),36,-,-,-,-,-,-,16,13,-,-,-,-,-,0,-,-
- - -,,Euse Monzó,DF (IC),23,1.894,-,-,-,-,-,-,1.231,1.032,-,-,-,-,-,0,"14,83","3,37"
- - -,Juv,Iván,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mark Chust,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Guido Fernández,DF (I),1,90,-,-,-,-,-,-,47,39,-,-,-,-,-,0,8,11
- - -,Juv,Alberto Djaló,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Michael Bonilla,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Roger Hinojo,"DF (IC), CR (I)",6,505,-,-,-,-,-,-,301,260,-,-,-,-,-,0,"10,16","9,09"
- - -,,Diego Menéndez,ME/MP (C),18 (1),1.349,-,-,-,-,-,-,684,604,-,-,-,-,-,0,"15,41","11,01"
- - -,,Marquitos,"MC, ME (C)",3,270,-,-,-,-,-,-,153,131,-,-,-,-,-,0,"10,33",7
- - -,Juv,Gonzalo Uría,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Francisco,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javi Amadoz,ME/MP (C),1 (14),365,-,-,-,-,-,-,130,119,-,-,-,-,-,0,"8,63","22,68"
- - -,Ofer,Adrián,DL (C),0 (1),18,-,-,-,-,-,-,4,4,-,-,-,-,-,0,-,-
- - -,Juv,Álex Lasarte,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juan Carlos Hernandez,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Emili Gispert,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Unai Olaizola,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Ares,"MP (I), DL (C)",5,450,-,-,-,-,-,-,160,137,-,-,-,-,-,0,"2,4","19,8"
- - -,Juv,Sergio Santamaría,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jon García,DF (D),1 (7),237,-,-,-,-,-,-,119,108,-,-,-,-,-,0,"4,56","21,65"
- - -,Juv,Seyi Galadima,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Gonzalo Fresneda,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Nacho Córdoba,POR,3,270,6,0,0,0,0%,0,60,39,0,0%,-,0,-,0,0,0
- - -,Les,Diego Espinosa,DF (C),1 (1),101,-,-,-,-,-,-,56,52,-,-,-,-,-,0,"8,02","6,24"
- - -,Juv,Narcís Aleñá,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Baba Mane,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Daniel Sánchez,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Tzalo,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hugo Lozano,DF/CR/ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Adnane Bensaad,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mario Aznar,DF (C),2 (2),220,-,-,-,-,-,-,131,120,-,-,-,-,-,0,"12,27","2,86"
- - -,,Bruno Rielo,POR,0 (1),43,1,"-0,37",0,0,66%,2,12,7,0,89%,-,0,-,1,-,-
- - -,,Adrián Barquero,ME (C),0 (1),54,-,-,-,-,-,-,27,20,-,-,-,-,-,0,-,-
- - -,,Antonio Jankulovski,"DF/CR (D), ME (C)",14,1.192,-,-,-,-,-,-,669,564,-,-,-,-,-,0,"11,63","10,8"
- - -,,José Varela,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Pet,Vicente Bellmunt,POR,2 (1),195,2,"1,19",3,1,85%,2,48,22,1,92%,2,1,100%,0,"2,77","7,85"
- - -,,Iñaki Lalinde,"MC, ME (C)",33,2.230,-,-,-,-,-,-,1.128,1.004,-,-,-,-,-,0,"13,44","12,19"
- - -,Juv,Jan,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jorge Benito,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Héctor Hurtado,POR,0 (1),87,1,"0,13",2,0,80%,2,20,15,0,88%,4,0,-,0,"1,03","11,38"
- - -,,Juli Martínez,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro Santiago,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Josema,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Arnu,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jon Rubio,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Asier,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Gerard Solà,DL (C),0 (1),17,-,-,-,-,-,-,4,4,-,-,-,-,-,0,-,-
- - -,,Mamadou Bah,"MP (DI), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Arnau Vilamitjana,"ME (I), MP (IC)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Oriol Marty,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ctr,Ander Altxu,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Iván Benítez,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iván,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro Merayo,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Diego Lamadrid,"MC, ME (C)",32,2.880,-,-,-,-,-,-,1.589,1.378,-,-,-,-,-,0,"13,5","7,34"
- - -,,Héctor Peña,"ME (I), MP (DIC), DL (C)",0 (11),303,-,-,-,-,-,-,101,88,-,-,-,-,-,0,"2,97","12,77"
- - -,,Mateo Sciancalepore,"ME/MP (I), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Brais Montoro,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Unax Rezola,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Trn,Adri Víctores,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Vere,"MP (I), DL (C)",0 (24),706,-,-,-,-,-,-,223,190,-,-,-,-,-,0,"2,68","18,74"
- - -,,Fabián Urzain,"ME (IC), MP (I)",4 (15),866,-,-,-,-,-,-,364,304,-,-,-,-,-,0,"5,72","10,6"
- - -,,Víctor Valverde,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Viti,DF (DC),2 (1),213,-,-,-,-,-,-,113,93,-,-,-,-,-,0,"7,61","18,59"
- - -,,Marc Delgado,"MC, ME (C)",3 (1),225,-,-,-,-,-,-,114,104,-,-,-,-,-,0,"9,2","16,8"
- - -,Les,Carlos Arauz,"MP (C), DL (C)",1 (9),236,-,-,-,-,-,-,82,72,-,-,-,-,-,0,"1,91","31,27"
- - -,Juv,Julen Beitia,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Román,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Beñat Garro,DF (C),1 (2),175,-,-,-,-,-,-,102,89,-,-,-,-,-,0,"9,26","4,63"
- - -,,Llorenç Serred,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Nico Ruiz,DL (C),0 (4),151,-,-,-,-,-,-,38,30,-,-,-,-,-,0,0,"29,21"
- - -,,Samu Fernández,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Guillermo,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ayman,DL (C),0 (2),105,-,-,-,-,-,-,26,21,-,-,-,-,-,0,"0,86","25,71"
- - -,Juv,Anuar Amador,DF/CR (DI),10 (2),848,-,-,-,-,-,-,447,377,-,-,-,-,-,0,"7,75","17,62"
- - -,,Jan Montes,DF/CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Víctor Sánchez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Asier,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio Rivarés,"MP (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Luis Santos,DL (C),0 (14),316,-,-,-,-,-,-,80,71,-,-,-,-,-,0,"0,57","25,63"
- - -,,Cheli,"MC, ME (C)",0 (2),41,-,-,-,-,-,-,25,21,-,-,-,-,-,0,-,-
- - -,,Óscar Marcos,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Miguel Ángel Duque,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Buba Sangaré,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Fernando Satrústegui,DL (C),0 (24),631,-,-,-,-,-,-,161,144,-,-,-,-,-,0,"0,29","23,96"
- - -,,Hugo García,"MC, ME (C)",1,33,-,-,-,-,-,-,17,13,-,-,-,-,-,0,-,-
- - -,,Ethan Ventosa,DL (C),0 (8),87,-,-,-,-,-,-,21,20,-,-,-,-,-,0,0,30
- - -,Juv,Leonel Espinoza,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Aitor Uzkudun,DL (C),1 (16),508,-,-,-,-,-,-,131,123,-,-,-,-,-,0,0,"18,6"
- - -,Juv,Celestino,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jordi Caritg,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Héctor Alonso,"MC, ME (C)",1 (3),185,-,-,-,-,-,-,105,97,-,-,-,-,-,0,"9,73","6,81"
- - -,,Iker Kortina,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Juancho,"DF (IC), CR (I)",14,1.260,-,-,-,-,-,-,563,466,-,-,-,-,-,0,"7,86","18,36"
- - -,Juv,Younes Belhadj,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ulises Ortiz,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Miguel Ángel Arana,DF (D),0 (1),21,-,-,-,-,-,-,12,12,-,-,-,-,-,0,-,-
- - -,,Rubén Solano,DL (C),34,2.153,-,-,-,-,-,-,515,447,-,-,-,-,-,0,"0,67","20,78"
- - -,Juv,Óscar,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Antonio,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Antoni Señé,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Albert Sáez,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pep Freixa,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ismael Santana,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Eloy,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Yago Rodríguez,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Daniel Jiménez,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jonathan Carmena,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marcel Pedro,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Airam Sala,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hugo Wauthier,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Miki Femenías,DF/CR (I),0 (1),4,-,-,-,-,-,-,2,1,-,-,-,-,-,0,-,-
- - -,,Arturo,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Curuné,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,José Luis Aranda,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro García,"MC, ME (C)",0 (2),21,-,-,-,-,-,-,11,10,-,-,-,-,-,0,-,-
- - -,,Pablo Palacín,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Alejandro Morante,ME/MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mikel Sola,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Ors,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Joan Gallego,"MC, ME (C)",6 (15),911,-,-,-,-,-,-,514,458,-,-,-,-,-,0,"11,26","8,89"
- - -,,Quique Rausell,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Andrés Larrea,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio Blázquez,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Aleix Roig,DF/CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ángel Luis Bernat,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jorge Rastrojo,ME/MP (D),3 (18),612,-,-,-,-,-,-,254,216,-,-,-,-,-,0,"2,5","19,71"
- - -,Juv,Ramón,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Juan González,MP (DI),0 (21),445,-,-,-,-,-,-,156,136,-,-,-,-,-,0,"0,2","24,67"
- - -,,Fran Ostos,DF/CR (D),2 (7),308,-,-,-,-,-,-,117,97,-,-,-,-,-,0,"9,94","23,08"
- - -,,Nacho,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Asier Sanz,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Izan Rodríguez,POR,0 (7),226,2,"1,12",2,1,80%,5,52,31,5,83%,3,0,-,0,"0,4","7,96"
- - -,,Juan Pablo,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani García,POR,3 (4),476,7,"0,04",4,4,66%,6,116,50,2,89%,2,0,-,0,"0,95","10,4"
- - -,,Ñete,POR,2 (6),503,8,"-1,62",1,2,63%,11,122,66,3,85%,2,0,-,0,"1,43","8,23"
- - -,,Arturo,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Conrado Carosso,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Corral,POR,0 (2),87,1,"0,4",1,1,80%,2,20,15,1,87%,4,0,-,0,"1,03","12,41"
- - -,,Miguel Gómez,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,César Hermoso,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Cagigas,ME/MP (C),3 (32),1.233,-,-,-,-,-,-,497,416,-,-,-,-,-,0,"9,64","14,89"
- - -,Juv,Javier Marcos,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David Esnaola,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Xavi Rufo,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jesús Rondó,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Marlone Foubert-Jacquemin,DF (C),1 (5),218,-,-,-,-,-,-,168,141,-,-,-,-,-,0,"11,56","2,48"
- - -,Juv,José Antonio Eguaras,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Sergio Leal,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iván,POR,4 (5),606,8,"-0,44",0,2,65%,13,155,75,3,88%,2,0,0%,0,"1,49","8,76"
- - -,,José González,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex,MC,4 (12),518,-,-,-,-,-,-,297,255,-,-,-,-,-,0,"7,82","7,82"
- - -,Juv,Pep González,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Tyler Carrington,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ibrahim Izuchukwu,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Adrián Riquelme,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ricardo Alexanko,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Robert,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Hodei,DF (DC),2 (12),403,-,-,-,-,-,-,217,189,-,-,-,-,-,0,"4,91","11,39"
- - -,,Jorge Salinas,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Amador Zarco,POR,28,2.292,38,"-9,05",20,10,64%,39,528,342,5,90%,2,0,0%,2,"1,3","10,09"
- - -,Ret,Jesús Toy,MP (I),0 (12),355,-,-,-,-,-,-,121,94,-,-,-,-,-,0,"3,04","14,45"
- - -,,Iago,DF (C),1,90,-,-,-,-,-,-,58,52,-,-,-,-,-,0,9,9
- - -,Juv,David Valiente,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Galván,DL (C),0 (22),587,-,-,-,-,-,-,136,117,-,-,-,-,-,0,0,"20,24"
- - -,Juv,Vicent Maza,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Jordán,"DF (C), MC",0 (1),51,-,-,-,-,-,-,31,26,-,-,-,-,-,0,-,-
- - -,Juv,Vicente Martín,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Borja Reyes,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jesús Alberto Peralta,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Gómez,"ME (D), MP (DI)",0 (1),45,-,-,-,-,-,-,14,11,-,-,-,-,-,0,-,-
- - -,,Rafa Villanueva,DL (C),0 (27),857,-,-,-,-,-,-,248,210,-,-,-,-,-,0,"1,68","15,86"
- - -,Juv,Iván,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Nurudeen Ndubuisi,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Francisco,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Mikhail Kapeljan,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mohamed Ait Haddou,MP (C),0 (1),16,-,-,-,-,-,-,4,3,-,-,-,-,-,0,-,-
- - -,,Iván Estrecha,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Choe Sung-Hwan,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Iván Ríos,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Kevin Manzano,ME (DI),1 (1),48,-,-,-,-,-,-,15,12,-,-,-,-,-,0,-,-
- - -,Juv,Asier Goikoetxea,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ctr,Aimar Martiarena,ME (C),0 (20),583,-,-,-,-,-,-,288,251,-,-,-,-,-,0,"4,32","13,74"
- - -,,Javi Forján,"MP (C), DL (C)",1,90,-,-,-,-,-,-,20,12,-,-,-,-,-,0,0,0
- - -,,Monty,"DF (C), MC, ME (C)",2 (2),253,-,-,-,-,-,-,83,66,-,-,-,-,-,0,"2,13","5,34"
- - -,Juv,Gideon Mohammed,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Nicolás,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Nicolás Chenu,POR,0 (4),119,1,"0,3",2,0,80%,2,42,30,3,87%,3,0,-,0,0,"4,54"
- - -,Les,Javi Sánchez,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
