Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
player_4383,DL (C),1 (29),867,-,-,-,-,-,-,206,173,-,-,-,-,-,0,"0,31","20,45"
player_4384,DL (C),0 (16),297,-,-,-,-,-,-,76,66,-,-,-,-,-,0,0,"26,97"
player_4385,DF (C),1,90,-,-,-,-,-,-,50,35,-,-,-,-,-,0,19,3
player_4386,ME (C),0 (17),455,-,-,-,-,-,-,227,197,-,-,-,-,-,0,"7,71","13,45"
player_4387,DF (C),36,3.164,-,-,-,-,-,-,1.788,1.538,-,-,-,-,-,0,"12,69","3,67"
player_4388,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4389,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4390,ME/MP (I),34,2.836,-,-,-,-,-,-,965,794,-,-,-,-,-,0,"4,89","18,34"
player_4391,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4392,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4393,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4394,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4395,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4396,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4397,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4398,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4399,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4400,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4401,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4402,ME (C),8,717,-,-,-,-,-,-,352,310,-,-,-,-,-,0,"6,53","15,94"
player_4403,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4404,MP (I),0 (1),19,-,-,-,-,-,-,7,6,-,-,-,-,-,0,-,-
player_4405,MP (C),34,2.073,-,-,-,-,-,-,769,663,-,-,-,-,-,0,"9,59","20,19"
player_4406,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4407,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4408,"MC, ME (C)",2 (2),193,-,-,-,-,-,-,94,76,-,-,-,-,-,0,"7,46","19,12"
player_4409,DF (I),20,1.714,-,-,-,-,-,-,878,756,-,-,-,-,-,1,"7,88","20,53"
player_4410,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4411,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4412,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4413,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4414,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4415,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4416,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4417,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4418,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4419,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4420,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4421,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4422,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4423,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4424,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4425,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4426,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4427,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4428,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4429,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4430,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4431,MP (C),0 (3),91,-,-,-,-,-,-,30,28,-,-,-,-,-,0,"3,96","28,68"
player_4432,CR/ME/MP (D),4 (3),439,-,-,-,-,-,-,198,176,-,-,-,-,-,0,"7,38","18,45"
player_4433,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4434,POR,0 (7),353,4,-1,1,1,66%,6,79,30,3,94%,2,0,-,0,"1,27","8,16"
player_4435,"DF (C), MC",1 (5),138,-,-,-,-,-,-,69,62,-,-,-,-,-,0,"3,26","7,17"
player_4436,POR,3 (6),498,11,"-3,12",6,2,57%,7,107,61,3,87%,2,0,0%,0,"0,54","9,76"
player_4437,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4438,DF/CR (I),0 (5),100,-,-,-,-,-,-,39,35,-,-,-,-,-,0,"1,8",36
player_4439,MP (D),0 (3),50,-,-,-,-,-,-,17,16,-,-,-,-,-,0,-,-
player_4440,DF/CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4441,DL (C),0 (1),9,-,-,-,-,-,-,3,3,-,-,-,-,-,0,-,-
player_4442,ME (I),29,2.180,-,-,-,-,-,-,721,575,-,-,-,-,-,0,"1,69","22,5"
player_4443,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4444,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4445,"ME (C), MP (DC)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4446,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4447,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4448,DF (C),1,90,-,-,-,-,-,-,49,48,-,-,-,-,-,0,8,5
player_4449,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4450,"MP (I), DL (C)",0 (10),213,-,-,-,-,-,-,55,47,-,-,-,-,-,0,"0,42","16,48"
player_4451,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4452,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4453,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4454,"MP (DI), DL (C)",3 (10),582,-,-,-,-,-,-,209,173,-,-,-,-,-,0,"1,39","18,87"
player_4455,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4456,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4457,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4458,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4459,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4460,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4461,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4462,DF (I),1,90,-,-,-,-,-,-,54,47,-,-,-,-,-,0,10,19
player_4463,DL (C),0 (26),840,-,-,-,-,-,-,207,186,-,-,-,-,-,0,0,"24,32"
player_4464,ME/MP (C),0 (28),827,-,-,-,-,-,-,461,392,-,-,-,-,-,0,"5,88","13,93"
player_4465,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4466,DF (D),2,180,-,-,-,-,-,-,90,81,-,-,-,-,-,0,"9,5","15,5"
player_4467,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4468,"MC, ME (C)",2,151,-,-,-,-,-,-,69,62,-,-,-,-,-,0,"5,36","24,44"
player_4469,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4470,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4471,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4472,DL (C),0 (3),67,-,-,-,-,-,-,16,15,-,-,-,-,-,0,-,-
player_4473,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4474,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4475,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4476,ME/MP (C),1 (3),120,-,-,-,-,-,-,42,33,-,-,-,-,-,0,3,"27,75"
player_4477,ME/MP (C),0 (14),231,-,-,-,-,-,-,82,73,-,-,-,-,-,0,"5,06","19,48"
player_4478,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4479,ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4480,DL (C),0 (15),466,-,-,-,-,-,-,137,120,-,-,-,-,-,0,"1,16","23,18"
player_4481,MP (C),2 (2),153,-,-,-,-,-,-,51,45,-,-,-,-,-,0,"4,12","28,24"
player_4482,MP (I),0 (1),54,-,-,-,-,-,-,18,15,-,-,-,-,-,0,-,-
player_4483,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4484,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4485,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4486,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4487,DF (C),1,90,-,-,-,-,-,-,60,49,-,-,-,-,-,0,13,2
player_4488,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4489,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4490,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4491,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4492,DF (C),1,90,-,-,-,-,-,-,54,44,-,-,-,-,-,0,15,8
player_4493,"DF (C), MC",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4494,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4495,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4496,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4497,MP (D),0 (1),14,-,-,-,-,-,-,7,6,-,-,-,-,-,0,-,-
player_4498,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4499,POR,0 (3),114,3,"-1,93",0,0,50%,3,25,24,1,90%,2,0,-,0,"0,79","7,89"
player_4500,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4501,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4502,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4503,"ME (D), MP (DI)",0 (1),14,-,-,-,-,-,-,4,3,-,-,-,-,-,0,-,-
player_4504,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4505,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4506,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4507,DF (C),1,90,-,-,-,-,-,-,52,46,-,-,-,-,-,0,22,3
player_4508,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4509,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4510,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4511,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4512,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4513,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4514,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4515,DF/CR/ME (I),28,2.448,-,-,-,-,-,-,1.260,1.058,-,-,-,-,-,0,"10,96","17,1"
player_4516,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4517,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4518,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4519,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4520,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4521,CR/ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4522,DL (C),0 (5),42,-,-,-,-,-,-,10,9,-,-,-,-,-,0,-,-
player_4523,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4524,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4525,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4526,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4527,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4528,ME/MP (D),1,90,-,-,-,-,-,-,20,13,-,-,-,-,-,0,0,0
player_4529,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4530,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4531,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4532,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4533,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4534,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4535,ME (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4536,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4537,"MC, ME (C), MP (DC)",2 (13),516,-,-,-,-,-,-,278,252,-,-,-,-,-,0,"5,23","9,07"
player_4538,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4539,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4540,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4541,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4542,POR,1 (2),192,3,"-2,06",1,0,25%,0,50,26,0,97%,0,0,-,0,"2,34","7,97"
player_4543,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4544,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4545,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4546,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4547,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4548,ME (C),3 (29),1.139,-,-,-,-,-,-,536,468,-,-,-,-,-,0,"5,77","15,33"
player_4549,ME/MP (D),33,2.423,-,-,-,-,-,-,884,755,-,-,-,-,-,0,"1,97","21,8"
player_4550,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4551,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4552,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4553,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4554,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4555,DF/CR (D),34,3.060,-,-,-,-,-,-,1.551,1.320,-,-,-,-,-,1,"7,59","20,29"
player_4556,"DF (C), MC, ME (C)",2 (5),229,-,-,-,-,-,-,142,130,-,-,-,-,-,0,"9,04","7,47"
player_4557,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4558,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4559,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4560,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4561,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4562,DL (C),0 (3),27,-,-,-,-,-,-,7,7,-,-,-,-,-,0,-,-
player_4563,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4564,"MC, ME (C)",5 (1),485,-,-,-,-,-,-,254,215,-,-,-,-,-,0,"9,84","11,88"
player_4565,DL (C),0 (3),25,-,-,-,-,-,-,6,5,-,-,-,-,-,0,-,-
player_4566,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4567,"ME (I), MP (DI)",0 (1),87,-,-,-,-,-,-,36,26,-,-,-,-,-,0,"1,03","24,83"
player_4568,DF (I),7 (2),742,-,-,-,-,-,-,390,337,-,-,-,-,-,0,"6,19","23,29"
player_4569,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4570,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4571,POR,0 (1),34,0,"0,49",0,1,100%,1,8,4,1,85%,-,0,-,0,-,-
player_4572,MP (C),0 (1),14,-,-,-,-,-,-,7,6,-,-,-,-,-,0,-,-
player_4573,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4574,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4575,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4576,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4577,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4578,DF/CR (D),0 (1),41,-,-,-,-,-,-,18,16,-,-,-,-,-,0,-,-
player_4579,POR,0 (4),215,3,"1,22",2,0,72%,6,57,19,2,85%,3,0,-,0,0,"10,88"
player_4580,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4581,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4582,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4583,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4584,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4585,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4586,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4587,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4588,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4589,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4590,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4591,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4592,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4593,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4594,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4595,POR,4 (6),697,10,"1,68",2,5,58%,7,164,122,4,84%,1,0,-,1,"0,9","10,46"
player_4596,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4597,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4598,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4599,MC,27,2.275,-,-,-,-,-,-,1.311,1.154,-,-,-,-,-,0,"14,56","5,85"
player_4600,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4601,MP (I),0 (1),81,-,-,-,-,-,-,32,26,-,-,-,-,-,0,"1,11","32,22"
player_4602,MP (DI),34,2.937,-,-,-,-,-,-,987,836,-,-,-,-,-,0,"3,83","24,24"
player_4603,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4604,DF (C),34,2.971,-,-,-,-,-,-,1.845,1.609,-,-,-,-,-,0,"15,84","2,54"
player_4605,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4606,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4607,DF (DC),2 (7),415,-,-,-,-,-,-,237,188,-,-,-,-,-,0,"12,14","8,24"
player_4608,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4609,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4610,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4611,"ME/MP (I), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4612,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4613,DF (C),0 (3),100,-,-,-,-,-,-,55,46,-,-,-,-,-,0,"3,6","16,2"
player_4614,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4615,DF (C),0 (1),6,-,-,-,-,-,-,3,2,-,-,-,-,-,0,-,-
player_4616,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4617,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4618,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4619,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4620,POR,1 (2),265,2,"2,68",1,2,85%,3,64,29,1,92%,2,0,-,0,"1,7","5,43"
player_4621,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4622,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4623,DF (IC),1,90,-,-,-,-,-,-,20,13,-,-,-,-,-,0,0,0
player_4624,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4625,DF (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4626,ME/MP (D),0 (8),185,-,-,-,-,-,-,89,74,-,-,-,-,-,0,"2,92","15,08"
player_4627,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4628,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4629,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4630,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4631,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4632,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4633,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4634,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4635,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4636,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4637,POR,1,90,2,"-0,96",1,0,50%,1,24,21,0,88%,2,0,-,1,1,10
player_4638,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4639,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4640,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4641,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4642,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4643,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4644,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4645,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4646,"MP (DC), DL (C)",0 (7),146,-,-,-,-,-,-,32,29,-,-,-,-,-,0,0,"17,26"
player_4647,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4648,POR,7 (1),706,9,"0,17",4,2,67%,13,171,92,2,91%,2,0,-,0,"0,76","10,58"
player_4649,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4650,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4651,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4652,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4653,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4654,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4655,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4656,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4657,POR,10 (4),1.159,16,"8,77",7,2,73%,27,293,163,4,84%,2,1,100%,0,"0,93","9,01"
player_4658,ME/MP (I),0 (5),50,-,-,-,-,-,-,18,15,-,-,-,-,-,0,-,-
player_4659,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4660,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4661,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4662,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4663,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4664,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4665,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4666,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4667,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4668,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4669,"ME/MP (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
