Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
player_4132,30/6/2026,3.900 EUR p/m,N/D,N/D,Edu Dieste,Sin datos,-,-,350m EUR
player_4133,30/6/2025,1.300 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,99m EUR
player_4134,30/6/2025,2.800 EUR p/m,N/D,N/D,-,0 EUR - 55m EUR,-,-,53m EUR
player_4135,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4136,30/6/2025,2.300 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,130m EUR
player_4137,30/6/2026,13.000 EUR p/m,N/D,N/D,-,40m EUR - 120m EUR,-,-,135m EUR
player_4138,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,100m EUR
player_4139,30/6/2028,275 EUR p/m,N/D,N/D,Javier Llaneza,Sin datos,-,-,-
player_4140,30/6/2025,2.900 EUR p/m,N/D,N/D,-,500 EUR - 4m EUR,-,-,160m EUR
player_4141,30/6/2025,1.300 EUR p/m,N/D,N/D,-,6m EUR - 55m EUR,-,-,90m EUR
player_4142,30/6/2026,1.300 EUR p/m,N/D,N/D,-,16m EUR - 170m EUR,-,-,47m EUR
player_4143,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 60m EUR,-,-,57m EUR
player_4144,30/6/2024,1.300 EUR p/m,N/D,N/D,-,30m EUR - 95m EUR,-,-,59m EUR
player_4145,30/6/2026,2.000 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,79m EUR
player_4146,30/6/2025,475 EUR p/m,N/D,N/D,-,16m EUR - 55m EUR,-,-,-
player_4147,30/6/2024,450 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4148,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4149,30/6/2024,450 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4150,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4151,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4152,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 14m EUR",-,-,88m EUR
player_4153,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4154,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_4155,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4156,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4157,30/6/2026,2.400 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,120m EUR
player_4158,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,73m EUR
player_4159,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 100m EUR,-,-,48m EUR
player_4160,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4161,30/6/2025,1.300 EUR p/m,N/D,N/D,-,7m EUR - 24m EUR,-,-,30m EUR
player_4162,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4163,30/6/2028,275 EUR p/m,N/D,N/D,Ernesto Cabrera,Sin datos,-,-,-
player_4164,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4165,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,105m EUR
player_4166,30/6/2025,6.500 EUR p/m,N/D,N/D,-,22m EUR,-,-,71m EUR
player_4167,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,34m EUR
player_4168,30/6/2026,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,145m EUR
player_4169,30/6/2024,450 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4170,30/6/2026,1.300 EUR p/m,N/D,N/D,-,14m EUR - 130m EUR,-,-,135m EUR
player_4171,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4172,30/6/2024,1.300 EUR p/m,N/D,N/D,-,80m EUR - 250m EUR,-,-,94m EUR
player_4173,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4174,30/6/2024,425 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4175,30/6/2028,275 EUR p/m,N/D,N/D,Marc Montalban,Sin datos,-,-,-
player_4176,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4177,30/6/2025,1.300 EUR p/m,N/D,N/D,-,10m EUR - 110m EUR,-,-,71m EUR
player_4178,30/6/2024,1.300 EUR p/m,N/D,N/D,Antonio Vargas,0EUR,-,-,120m EUR
player_4179,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Rodriguez,Sin datos,-,-,-
player_4180,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4181,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Abal,Sin datos,-,-,-
player_4182,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4183,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4184,30/6/2025,1.300 EUR p/m,N/D,N/D,-,5m EUR - 50m EUR,-,-,90m EUR
player_4185,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4186,30/6/2025,1.300 EUR p/m,N/D,N/D,-,50m EUR - 160m EUR,-,-,90m EUR
player_4187,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4188,30/6/2024,425 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4189,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_4190,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4191,30/6/2024,425 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4192,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,"46,5m EUR"
player_4193,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4194,30/6/2028,275 EUR p/m,N/D,N/D,Javier Llaneza,Sin datos,-,-,-
player_4195,30/6/2026,1.900 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,110m EUR
player_4196,30/6/2028,275 EUR p/m,N/D,N/D,Jose Luis Ramos,Sin datos,-,-,-
player_4197,30/6/2024,1.300 EUR p/m,N/D,N/D,-,45m EUR - 140m EUR,-,-,56m EUR
player_4198,30/6/2025,1.300 EUR p/m,N/D,N/D,-,6m EUR - 60m EUR,-,-,115m EUR
player_4199,30/6/2025,1.300 EUR p/m,N/D,N/D,-,7m EUR - 70m EUR,-,-,145m EUR
player_4200,30/6/2028,275 EUR p/m,N/D,N/D,Ali Hamid,Sin datos,-,-,-
player_4201,30/6/2028,275 EUR p/m,N/D,N/D,Ramon Siles,Sin datos,-,-,-
player_4202,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,72m EUR
player_4203,30/6/2028,275 EUR p/m,N/D,N/D,-,24m EUR - 240m EUR,-,-,-
player_4204,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,140m EUR
player_4205,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4206,30/6/2025,1.300 EUR p/m,N/D,N/D,Matisse Raynaud,12m EUR - 120m EUR,-,-,175m EUR
player_4207,30/6/2028,275 EUR p/m,N/D,N/D,David Hervas,Sin datos,-,-,-
player_4208,30/6/2025,1.400 EUR p/m,N/D,N/D,Ethan Perera,130m EUR - 425m EUR,-,-,180m EUR
player_4209,30/6/2028,275 EUR p/m,N/D,N/D,Xavi Aguirre,85m EUR - 275m EUR,-,-,-
player_4210,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4211,30/6/2025,6.500 EUR p/m,N/D,N/D,-,22m EUR,-,-,83m EUR
player_4212,30/6/2026,13.000 EUR p/m,N/D,N/D,-,5m EUR - 50m EUR,-,-,105m EUR
player_4213,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4214,30/6/2028,275 EUR p/m,N/D,N/D,Pablo Fernandez,Sin datos,-,-,-
player_4215,30/6/2026,3.400 EUR p/m,N/D,N/D,Juan Antonio Yubero,55m EUR - 550m EUR,-,-,450m EUR
player_4216,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 50m EUR,-,-,47m EUR
player_4217,30/6/2024,1.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,90m EUR
player_4218,31/12/2024,3.600 EUR p/m,N/D,N/D,-,26m EUR - 275m EUR,-,-,-
player_4219,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,14m EUR - 140m EUR,-,-,-
player_4220,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_4221,30/6/2025,1.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,105m EUR
player_4222,30/6/2026,3.000 EUR p/m,N/D,N/D,-,8m EUR - 75m EUR,-,-,120m EUR
player_4223,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4224,30/6/2028,275 EUR p/m,N/D,N/D,Ignacio Tinoco,Sin datos,-,-,-
player_4225,30/6/2027,17.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,800m EUR
player_4226,30/6/2025,1.300 EUR p/m,N/D,N/D,-,6m EUR - 55m EUR,-,-,97m EUR
player_4227,30/6/2027,275 EUR p/m,N/D,N/D,-,"3,5m EUR - 35m EUR",-,-,145m EUR
player_4228,30/6/2025,1.400 EUR p/m,N/D,N/D,-,7m EUR - 70m EUR,-,-,87m EUR
player_4229,30/6/2025,1.700 EUR p/m,N/D,N/D,Antonio Vargas,55m EUR - 550m EUR,-,-,175m EUR
player_4230,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4231,30/6/2024,1.300 EUR p/m,N/D,N/D,-,18m EUR - 55m EUR,-,-,85m EUR
player_4232,30/6/2028,275 EUR p/m,N/D,N/D,Jose Andres Dominguez,Sin datos,-,-,-
player_4233,30/6/2025,1.300 EUR p/m,N/D,N/D,-,18m EUR,-,-,54m EUR
player_4234,30/6/2024,400 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4235,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,56m EUR
player_4236,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,47m EUR
player_4237,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4238,30/6/2024,425 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4239,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4240,30/6/2025,425 EUR p/m,N/D,N/D,-,0 EUR - 35m EUR,-,-,-
player_4241,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,45m EUR
player_4242,30/6/2025,2.600 EUR p/m,N/D,N/D,-,30m EUR - 300m EUR,-,-,800m EUR
player_4243,30/6/2028,275 EUR p/m,N/D,N/D,Antonio Jose Albarran,Sin datos,-,-,-
player_4244,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4245,30/6/2028,275 EUR p/m,N/D,N/D,Ernesto Cabrera,35m EUR - 350m EUR,-,-,-
player_4246,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4247,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4248,30/6/2026,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,450m EUR
player_4249,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Martin Garcia,Sin datos,-,-,-
player_4250,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4251,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4252,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4253,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4254,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 60m EUR,-,-,63m EUR
player_4255,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4256,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4257,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4258,30/6/2028,275 EUR p/m,N/D,N/D,Santiago Berrocal,Sin datos,-,-,-
player_4259,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4260,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4261,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4262,30/6/2025,1.300 EUR p/m,N/D,N/D,-,30m EUR - 325m EUR,-,-,140m EUR
player_4263,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4264,30/6/2028,275 EUR p/m,N/D,N/D,Pablo Fernandez,Sin datos,-,-,-
player_4265,30/6/2024,1.300 EUR p/m,N/D,N/D,-,100m EUR - 325m EUR,-,-,130m EUR
player_4266,30/6/2028,275 EUR p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
player_4267,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4268,30/6/2028,275 EUR p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
player_4269,30/6/2024,1.300 EUR p/m,N/D,N/D,Antonio Valiente,0EUR,-,-,350m EUR
player_4270,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4271,30/6/2026,1.700 EUR p/m,N/D,N/D,-,Sin datos,-,-,325m EUR
player_4272,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,145m EUR
player_4273,30/6/2025,6.500 EUR p/m,N/D,N/D,Juan Antonio Yubero,9m EUR - 28m EUR,-,-,550m EUR
player_4274,30/6/2025,1.300 EUR p/m,N/D,N/D,-,50m EUR - 170m EUR,-,-,110m EUR
player_4275,30/6/2025,1.300 EUR p/m,N/D,N/D,-,16m EUR - 160m EUR,-,-,76m EUR
player_4276,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,"43,5m EUR"
player_4277,30/6/2025,1.300 EUR p/m,N/D,N/D,-,35m EUR - 110m EUR,-,-,67m EUR
player_4278,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 35m EUR,-,-,44m EUR
player_4279,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,73m EUR
player_4280,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4281,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,175m EUR
player_4282,30/6/2025,1.900 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,50m EUR - 500m EUR,-,-,155m EUR
player_4283,30/6/2025,1.400 EUR p/m,N/D,N/D,-,90m EUR - 300m EUR,-,-,140m EUR
player_4284,30/6/2025,1.500 EUR p/m,N/D,N/D,-,85m EUR - 275m EUR,-,-,145m EUR
player_4285,30/6/2025,1.400 EUR p/m,N/D,N/D,-,Sin datos,-,-,125m EUR
player_4286,30/6/2024,400 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4287,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 10m EUR,-,-,82m EUR
player_4288,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4289,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4290,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 16m EUR",-,-,42m EUR
player_4291,30/6/2028,275 EUR p/m,N/D,N/D,Gabri Villar,Sin datos,-,-,-
player_4292,30/6/2024,1.300 EUR p/m,N/D,N/D,-,2m EUR - 22m EUR,-,-,45m EUR
player_4293,30/6/2028,275 EUR p/m,N/D,N/D,Dolors Acevedo,Sin datos,-,-,-
player_4294,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,68m EUR
player_4295,30/6/2028,275 EUR p/m,N/D,N/D,Santiago Berrocal,Sin datos,-,-,-
player_4296,30/6/2028,275 EUR p/m,N/D,N/D,Jafal Rashed Ali,Sin datos,-,-,-
player_4297,30/6/2025,1.300 EUR p/m,N/D,N/D,-,10m EUR,-,-,-
player_4298,30/6/2025,1.300 EUR p/m,N/D,N/D,-,3m EUR - 28m EUR,-,-,84m EUR
player_4299,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Abal,Sin datos,-,-,-
player_4300,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4301,30/6/2026,3.000 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,91m EUR
player_4302,30/6/2028,275 EUR p/m,N/D,N/D,Jose Luis Ramos,Sin datos,-,-,-
player_4303,30/6/2028,275 EUR p/m,N/D,N/D,Gabri Villar,Sin datos,-,-,-
player_4304,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"2,5m EUR - 26m EUR",-,-,"38,5m EUR"
player_4305,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 85m EUR,-,-,67m EUR
player_4306,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,98m EUR
player_4307,30/6/2028,275 EUR p/m,N/D,N/D,-,50m EUR - 160m EUR,-,-,-
player_4308,30/6/2026,2.600 EUR p/m,N/D,N/D,-,24m EUR - 240m EUR,-,-,105m EUR
player_4309,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4310,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Abal,Sin datos,-,-,-
player_4311,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4312,30/6/2028,275 EUR p/m,N/D,N/D,Pablo Fernandez,Sin datos,-,-,-
player_4313,-,N/D,N/D,N/D,-,Sin datos,-,-,-
player_4314,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4315,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,41m EUR
player_4316,30/6/2028,275 EUR p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
player_4317,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4318,30/6/2025,1.400 EUR p/m,N/D,N/D,-,85m EUR - 275m EUR,-,-,115m EUR
player_4319,30/6/2028,275 EUR p/m,N/D,N/D,-,"2,5m EUR - 26m EUR",-,-,-
player_4320,30/6/2028,275 EUR p/m,N/D,N/D,Jose Antonio Corbacho,Sin datos,-,-,-
player_4321,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4322,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4323,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,95m EUR - 325m EUR,-,-,-
player_4324,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4325,30/6/2026,13.000 EUR p/m,N/D,N/D,-,18m EUR - 170m EUR,-,-,125m EUR
player_4326,30/6/2028,275 EUR p/m,N/D,N/D,Javi Barbero,Sin datos,-,-,-
player_4327,30/6/2026,3.200 EUR p/m,N/D,N/D,-,200m EUR - 650m EUR,-,-,500m EUR
player_4328,30/6/2025,825 EUR p/m,N/D,N/D,-,Sin datos,-,-,"49,5m EUR"
player_4329,30/6/2025,7.000 EUR p/m,N/D,N/D,-,65m EUR - 650m EUR,-,-,275m EUR
player_4330,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4331,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4332,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4333,30/6/2025,1.500 EUR p/m,N/D,N/D,Dolors Acevedo,40m EUR - 425m EUR,-,-,145m EUR
player_4334,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4335,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,33m EUR
player_4336,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4337,30/6/2024,1.300 EUR p/m,N/D,N/D,-,20m EUR - 65m EUR,-,-,74m EUR
player_4338,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4339,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Rodriguez,Sin datos,-,-,-
player_4340,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,84m EUR
player_4341,30/6/2026,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,105m EUR
player_4342,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,14m EUR
player_4343,30/6/2027,1.300 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,275m EUR
player_4344,30/6/2026,4.500 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,125m EUR
player_4345,30/6/2024,1.300 EUR p/m,N/D,N/D,-,1m EUR - 9m EUR,-,-,43m EUR
player_4346,30/6/2025,375 EUR p/m,N/D,N/D,-,16m EUR - 50m EUR,-,-,-
player_4347,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4348,30/6/2026,1.700 EUR p/m,N/D,N/D,-,Sin datos,-,-,120m EUR
player_4349,30/6/2028,275 EUR p/m,N/D,N/D,Jose Luis Ramos,Sin datos,-,-,-
player_4350,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 100m EUR,-,-,115m EUR
player_4351,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4352,30/6/2025,2.500 EUR p/m,N/D,N/D,-,"2,5m EUR - 22m EUR",-,-,62m EUR
player_4353,30/6/2025,1.300 EUR p/m,N/D,N/D,-,2m EUR - 22m EUR,-,-,74m EUR
player_4354,30/6/2028,275 EUR p/m,N/D,N/D,David Hervas,14m EUR - 150m EUR,-,-,-
player_4355,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,68m EUR
player_4356,30/6/2025,1.500 EUR p/m,N/D,N/D,-,8m EUR - 85m EUR,-,-,130m EUR
player_4357,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4358,30/6/2028,275 EUR p/m,N/D,N/D,Alfredo Orti,Sin datos,-,-,-
player_4359,30/6/2025,1.900 EUR p/m,N/D,N/D,-,12m EUR - 110m EUR,-,-,115m EUR
player_4360,30/6/2024,1.300 EUR p/m,N/D,N/D,-,1m EUR - 12m EUR,-,-,68m EUR
player_4361,30/6/2025,1.600 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,125m EUR
player_4362,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,79m EUR
player_4363,30/6/2026,1.300 EUR p/m,N/D,N/D,-,"2,5m EUR - 26m EUR",-,-,59m EUR
player_4364,30/6/2026,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,77m EUR
player_4365,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4366,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4367,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 60m EUR,-,-,54m EUR
player_4368,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4369,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4370,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 75m EUR,-,-,46m EUR
player_4371,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,190m EUR
player_4372,30/6/2024,1.300 EUR p/m,N/D,N/D,-,26m EUR - 275m EUR,-,-,72m EUR
player_4373,30/6/2024,1.300 EUR p/m,N/D,N/D,-,6m EUR - 20m EUR,-,-,49m EUR
player_4374,30/6/2028,275 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,-
player_4375,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,37m EUR
player_4376,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,400m EUR
player_4377,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4378,30/6/2026,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,110m EUR
player_4379,30/6/2025,1.300 EUR p/m,N/D,N/D,-,4m EUR - 40m EUR,-,-,105m EUR
player_4380,30/6/2027,4.000 EUR p/m,N/D,N/D,-,20m EUR - 200m EUR,-,-,"1,4M EUR"
player_4381,30/6/2024,1.300 EUR p/m,N/D,N/D,-,14m EUR - 45m EUR,-,-,"48,5m EUR"
player_4382,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Martin Garcia,30m EUR - 325m EUR,-,-,-
player_4383,30/6/2025,75 EUR p/m,N/D,N/D,-,0 EUR - 50m EUR,-,-,14m EUR
player_4384,30/6/2024,650 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,325m EUR
player_4385,30/6/2028,2.700 EUR p/m,N/D,N/D,-,6m EUR - 65m EUR,-,-,-
player_4386,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4387,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,60m EUR
player_4388,30/6/2028,275 EUR p/m,N/D,N/D,Ignacio Tinoco,Sin datos,-,-,-
player_4389,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4390,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4391,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4392,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4393,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4394,30/6/2025,1.300 EUR p/m,N/D,N/D,-,20m EUR,-,-,73m EUR
player_4395,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4396,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4397,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4398,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4399,30/6/2025,750 EUR p/m,N/D,N/D,Daniel Martin Garcia,55m EUR - 180m EUR,-,-,110m EUR
player_4400,30/6/2026,3.300 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,775m EUR
player_4401,30/6/2028,275 EUR p/m,N/D,N/D,Ignacio Tinoco,35m EUR - 350m EUR,-,-,-
player_4402,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,220m EUR
player_4403,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 75m EUR,-,-,54m EUR
player_4404,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4405,30/6/2028,275 EUR p/m,N/D,N/D,Ignacio Tinoco,Sin datos,-,-,-
player_4406,30/6/2025,525 EUR p/m,N/D,N/D,-,Sin datos,-,-,"38,5m EUR"
player_4407,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4408,30/6/2025,1.300 EUR p/m,N/D,N/D,-,5m EUR - 55m EUR,-,-,110m EUR
player_4409,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
