Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
player_4210,Levante,DF (D),178 cm,62 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4211,Mirandes,MP (DI),173 cm,66 kg,21.0,Derecha,nan,---,nan,6.58,ESP,Correcta,Tecnico
player_4212,Real San Sebastian C,POR,181 cm,72 kg,19.0,Derecha,nan,---,nan,6.73,ESP,Correcta,Guardameta
player_4213,Burgos,MP (D),178 cm,66 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4214,Elche,DF (I),173 cm,59 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4215,Zaragoza B,"ME (I), MP (DI)",180 cm,69 kg,18.0,Izquierda,nan,---,nan,07.06,ESP,Correcta,Fisico
player_4216,Valencia,MC,173 cm,61 kg,17.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4217,Yeclano,"MP (I), DL (C)",182 cm,76 kg,23.0,Derecha,nan,---,nan,6.27,ESP,Correcta,Tecnico
player_4218,Badajoz,MP (D),176 cm,68 kg,21.0,Derecha,nan,---,nan,6.75,ECU,Correcta,Tecnico
player_4219,Cornella,DF (D),173 cm,58 kg,15.0,Derecha,nan,---,nan,6.42,ESP,Correcta,Lider
player_4220,Arandina,DL (C),186 cm,77 kg,22.0,Derecha,nan,---,nan,6.40,ESP,Correcta,Inteligente
player_4221,A. Madrid,ME/MP (D),182 cm,72 kg,17.0,Sin datos,nan,---,nan,-,ESP,Correcta,Creativo
player_4222,Velez C.F.,DF (C),184 cm,73 kg,19.0,Derecha,nan,---,nan,6.53,NGA,Correcta,Fisico
player_4223,S.D. Logrones,POR,184 cm,73 kg,23.0,Derecha,nan,---,nan,6.88,ESP,Correcta,Guardameta
player_4224,Ferrol,DL (C),179 cm,66 kg,17.0,Derecha,nan,---,nan,6.80,ESP,Correcta,Fisico
player_4225,Las Palmas,DL (C),185 cm,67 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4226,Vallecano,DF (D),176 cm,60 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4227,Segoviana,DF (D),175 cm,70 kg,20.0,Derecha,nan,---,nan,6.40,ESP,Correcta,Lider
player_4228,Sanluqueno,ME (C),186 cm,73 kg,18.0,Derecha,nan,---,nan,-,ESP,Correcta,Tecnico
player_4229,Murcia,ME/MP (D),172 cm,69 kg,20.0,Izquierda,nan,---,nan,6.44,ESP,Correcta,Fisico
player_4230,Fuenlabrada,DL (C),173 cm,58 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4231,Getafe B,DF (C),187 cm,78 kg,21.0,Derecha,nan,---,nan,-,ESP,Correcta,Inteligente
player_4232,Alaves,DF (C),195 cm,77 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4233,Murcia,"MP (I), DL (C)",177 cm,70 kg,21.0,Izquierda,nan,---,nan,6.58,ESP,Correcta,Fisico
player_4234,Penya Independent,MC,183 cm,77 kg,26.0,Derecha,nan,---,nan,6.40,ESP,Correcta,Lider
player_4235,Albacete,DL (C),177 cm,70 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4236,A. Getxo,"MP (D), DL (C)",185 cm,75 kg,26.0,Derecha,nan,---,nan,6.90,ESP,Correcta,Fisico
player_4237,Leganes,DF (C),182 cm,66 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4238,Elche,DF (C),177 cm,59 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4239,A.D. San Juan,DL (C),189 cm,79 kg,25.0,Izquierda,nan,---,nan,-,ESP,Correcta,Inteligente
player_4240,Alaves,DL (C),186 cm,71 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4241,La Nucia,ME/MP (C),177 cm,71 kg,26.0,Solo derecha,nan,---,nan,-,ESP,Correcta,Fisico
player_4242,Linares,MP (DI),170 cm,62 kg,20.0,Izquierda,nan,---,nan,07.02,COL,Correcta,Tecnico
player_4243,Ursaria,POR,184 cm,72 kg,23.0,Solo derecha,nan,---,nan,-,ESP,Correcta,Guardameta
player_4244,Levante,MP (C),154 cm,50 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4245,Melilla,DL (C),182 cm,61 kg,15.0,Izquierda,nan,---,nan,6.00,ESP,Correcta,Fisico
player_4246,Sevilla,ME/MP (D),175 cm,59 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4247,Cordoba,DL (C),180 cm,61 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4248,Malaga,MC,167 cm,54 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4249,Vigo,MC,178 cm,70 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4250,Las Palmas,DF (C),180 cm,67 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4251,Cordoba,DF (C),184 cm,64 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4252,Atletico Pamplona,DF (C),184 cm,67 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4253,Cartagena,DF (C),182 cm,67 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4254,Alcoyano,ME (C),182 cm,66 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4255,Real San Sebastian,DL (C),170 cm,57 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4256,Cadiz,DF (D),177 cm,60 kg,16.0,Sin datos,nan,---,nan,-,BRA,Correcta,Tecnico
player_4257,Oviedo,DF (C),179 cm,67 kg,16.0,Sin datos,nan,---,nan,-,COL,Correcta,Lider
player_4258,Velez C.F.,DL (C),186 cm,77 kg,20.0,Derecha,nan,---,nan,6.52,ESP,Correcta,Fisico
player_4259,Burgos,MP (I),177 cm,60 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Creativo
player_4260,Levante,DL (C),180 cm,60 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4261,Vallecano,ME/MP (I),177 cm,60 kg,15.0,Sin datos,nan,---,nan,-,BRA,Correcta,Fisico
player_4262,Coruxo,ME/MP (C),162 cm,55 kg,19.0,Derecha,nan,---,nan,6.38,BEL,Correcta,Tecnico
player_4263,Real San Sebastian,DF (D),174 cm,58 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4264,Alaves,POR,182 cm,64 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Guardameta
player_4265,Las Palmas,DF (I),190 cm,69 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4266,Real San Sebastian C,MP (DIC),185 cm,72 kg,19.0,Izquierda,nan,---,nan,6.62,ESP,Correcta,Fisico
player_4267,Leonesa,MP (I),188 cm,67 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4268,Espanyol,MC,174 cm,60 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4269,Atletico Pamplona B,DL (C),180 cm,73 kg,19.0,Derecha,nan,---,nan,7.47,ESP,Correcta,Inteligente
player_4270,Vallecano,DF (C),179 cm,64 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4271,Marbella,DL (C),188 cm,84 kg,18.0,Sin datos,nan,---,nan,6.67,ESP,Correcta,Tecnico
player_4272,Albacete,DL (C),185 cm,75 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4273,R. Santander B,POR,196 cm,86 kg,22.0,Solo derecha,nan,---,nan,6.00,NED,Correcta,Guardameta
player_4274,Ourense C.F.,DF/CR (D),184 cm,74 kg,19.0,Derecha,nan,---,nan,6.80,ESP,Correcta,Fisico
player_4275,U. Adarve,"MC, ME (C)",185 cm,76 kg,27.0,Derecha,nan,---,nan,6.52,ESP,Correcta,Tecnico
player_4276,Alaves B,DF (I),170 cm,62 kg,21.0,Izquierda,nan,---,nan,-,ESP,Correcta,Inteligente
player_4277,U.D. San Fernando,DF/CR (D),168 cm,62 kg,21.0,Solo derecha,nan,---,nan,6.35,ESP,Correcta,Tecnico
player_4278,Calahorra,DL (C),179 cm,73 kg,23.0,Derecha,nan,---,nan,6.50,ESP,Correcta,Fisico
player_4279,Sevilla,POR,191 cm,78 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Con autoridad
player_4280,Sevilla,DF (D),191 cm,78 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4281,Zaragoza,MP (D),172 cm,56 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4282,Ibiza,MC,180 cm,64 kg,16.0,Derecha,nan,---,nan,6.40,ESP,Correcta,Lider
player_4283,Villanovense,DL (C),182 cm,73 kg,20.0,Derecha,nan,---,nan,6.73,WAL,Correcta,Inteligente
player_4284,Coruxo,DL (C),175 cm,70 kg,21.0,Derecha,nan,---,nan,6.73,ESP,Correcta,Fisico
player_4285,Valladolid,DF/CR (D),177 cm,70 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4286,Villalbes,MP (DI),177 cm,68 kg,24.0,Izquierda,nan,---,nan,6.75,ESP,Correcta,Creativo
player_4287,Cartagena B,ME (C),187 cm,76 kg,22.0,Derecha,nan,---,nan,6.66,CIV,Correcta,Fisico
player_4288,Calahorra,MP (D),166 cm,54 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4289,A.D. San Juan,DF (I),196 cm,84 kg,21.0,Izquierda,nan,---,nan,6.55,ESP,Correcta,Fisico
player_4290,Velez C.F.,POR,188 cm,77 kg,19.0,Izquierda,nan,---,nan,6.65,NGA,Correcta,Distribuidor
player_4291,Mallorca,DF (C),184 cm,65 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4292,Cacereno,DF (D),175 cm,70 kg,23.0,Solo derecha,nan,---,nan,-,ESP,Correcta,Fisico
player_4293,Langreo,MP (C),182 cm,66 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4294,Atletico Paso,MP (DI),172 cm,62 kg,19.0,Sin datos,nan,---,nan,-,GHA,Correcta,Fisico
player_4295,Burgos,POR,186 cm,68 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Con autoridad
player_4296,Leonesa,POR,183 cm,64 kg,15.0,Sin datos,nan,---,nan,-,QAT,Correcta,Guardameta
player_4297,Valladolid,MP (D),183 cm,70 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4298,Real Irun,ME/MP (D),175 cm,67 kg,21.0,Derecha,nan,---,nan,6.62,FRA,Correcta,Lider
player_4299,Valladolid B,POR,182 cm,72 kg,20.0,Derecha,nan,---,nan,-,ESP,Correcta,Con autoridad
player_4300,Huesca,MP (D),171 cm,56 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Creativo
player_4301,Malaga,MP (C),181 cm,65 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4302,Velez C.F.,DL (C),175 cm,67 kg,22.0,Derecha,nan,---,nan,6.72,ESP,Correcta,Inteligente
player_4303,Malaga,MP (I),173 cm,56 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Creativo
player_4304,Gernika,DF (D),185 cm,76 kg,22.0,Derecha,nan,---,nan,5.80,ESP,Correcta,Fisico
player_4305,Racing Cartagena,POR,183 cm,73 kg,19.0,Derecha,nan,---,nan,6.47,ESP,Correcta,Con autoridad
player_4306,Gernika,POR,182 cm,70 kg,23.0,Derecha,nan,---,nan,6.80,ESP,Correcta,Guardameta
player_4307,S.D. Logrones,DF (C),180 cm,64 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4308,Oviedo,DL (C),178 cm,63 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4309,Sevilla,DL (C),187 cm,76 kg,17.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4310,Merida,ME (I),167 cm,54 kg,15.0,Izquierda,nan,---,nan,-,ESP,Correcta,Tecnico
player_4311,Atletico Pamplona,DF (D),186 cm,68 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4312,Sant Andreu,POR,182 cm,68 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Con autoridad
player_4313,Alcoyano,DL (C),178 cm,65 kg,16.0,Sin datos,nan,---,nan,-,ISR,Correcta,Lider
player_4314,Valencia,DL (C),191 cm,72 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4315,Ourense C.F.,DF (C),187 cm,81 kg,18.0,Sin datos,nan,---,nan,6.80,ESP,Correcta,Inteligente
player_4316,Malaga,DF (C),178 cm,64 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4317,Merida,ME (D),178 cm,73 kg,19.0,Solo derecha,nan,---,nan,-,ESP,Correcta,Tecnico
player_4318,Coruna,DF (D),189 cm,70 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4319,Merida,DL (C),177 cm,63 kg,16.0,Izquierda,nan,---,nan,-,ESP,Correcta,Fisico
player_4320,Albacete,MP (D),156 cm,50 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4321,Girona,DL (C),183 cm,63 kg,15.0,Sin datos,nan,---,nan,-,SVN,Correcta,Fisico
player_4322,Alaves,ME (C),157 cm,50 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4323,Real San Sebastian C,POR,183 cm,76 kg,19.0,Derecha,nan,---,nan,-,ESP,Correcta,Con autoridad
player_4324,Cordoba,DL (C),180 cm,62 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4325,Vigo,DF (I),171 cm,58 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4326,Cartagena B,"MP (I), DL (C)",182 cm,65 kg,16.0,Izquierda,nan,---,nan,-,ESP,Correcta,Fisico
player_4327,Zaragoza B,DF (DC),187 cm,80 kg,18.0,Solo derecha,nan,---,nan,7.00,ESP,Correcta,Fisico
player_4328,Barakaldo,MP (C),178 cm,62 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Creativo
player_4329,Leganes,"MC, ME (C)",190 cm,77 kg,21.0,Derecha,nan,---,nan,-,ESP,Correcta,Inteligente
player_4330,Intercity,POR,176 cm,58 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Guardameta
player_4331,Zaragoza,DF (I),173 cm,57 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4332,Fuenlabrada,"MP (C), DL (C)",187 cm,76 kg,16.0,Derecha,nan,---,nan,-,ESP,Correcta,Tecnico
player_4333,Marbella,DL (C),179 cm,63 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4334,Navalcarnero,MP (D),174 cm,59 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4335,Talavera,MC,183 cm,65 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4336,Vallecano,DL (C),173 cm,57 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4337,Ponferrada,DF (D),169 cm,54 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4338,Velez C.F.,ME (C),180 cm,72 kg,21.0,Derecha,nan,---,nan,6.67,ESP,Correcta,Lider
player_4339,Las Palmas,MC,177 cm,71 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4340,Ferrol,DL (C),194 cm,74 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4341,Vigo,DL (C),177 cm,64 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4342,San Roque de Lepe,DF (C),188 cm,76 kg,26.0,Derecha,nan,---,nan,7.00,USA,Correcta,Inteligente
player_4343,Velez C.F.,ME (C),180 cm,66 kg,22.0,Derecha,nan,---,nan,6.64,ESP,Correcta,Tecnico
player_4344,Villarreal,DF (D),184 cm,69 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4345,Lugo,"DF (C), MC",183 cm,78 kg,20.0,Derecha,nan,---,nan,6.50,ESP,Correcta,Fisico
player_4346,A.D. San Juan,DF (C),188 cm,82 kg,22.0,Derecha,nan,---,nan,6.64,ESP,Correcta,Fisico
player_4347,Manresa,ME (C),173 cm,65 kg,24.0,Derecha,nan,---,nan,-,ESP,Correcta,Fisico
player_4348,Melilla,MP (C),170 cm,57 kg,16.0,Sin datos,nan,---,nan,6.00,ESP,Correcta,Creativo
player_4349,Velez C.F.,ME (C),162 cm,56 kg,18.0,Sin datos,nan,---,nan,6.63,ESP,Correcta,Inteligente
player_4350,Alcoyano,ME (C),170 cm,55 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4351,Huelva,DF (I),186 cm,75 kg,21.0,Solo izquierda,nan,---,nan,-,ESP,Correcta,Fisico
player_4352,Gernika,ME/MP (DI),176 cm,62 kg,23.0,Derecha,nan,---,nan,6.30,ESP,Correcta,Fisico
player_4353,Zaragoza B,"MC, ME (C)",183 cm,77 kg,18.0,Derecha,nan,---,nan,6.70,ESP,Correcta,Fisico
player_4354,Linares,DL (C),181 cm,62 kg,15.0,Izquierda,nan,---,nan,-,ESP,Correcta,Fisico
player_4355,Velez C.F.,ME/MP (D),181 cm,70 kg,18.0,Sin datos,nan,---,nan,6.56,ALG,Correcta,Tecnico
player_4356,R. Majadahonda,"MC, ME (C)",187 cm,75 kg,19.0,Derecha,nan,---,nan,6.46,UKR,Correcta,Creativo
player_4357,Langreo,MP (D),176 cm,59 kg,15.0,Sin datos,nan,---,nan,-,CMR,Correcta,Fisico
player_4358,Ibiza,DF (DC),190 cm,73 kg,16.0,Derecha,nan,---,nan,-,ROU,Correcta,Tecnico
player_4359,Espanyol B,DF (I),173 cm,64 kg,20.0,Izquierda,nan,---,nan,6.60,ESP,Correcta,Fisico
player_4360,Real Hispalis,DL (C),173 cm,60 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4361,Valladolid B,"ME (C), MP (DC)",171 cm,65 kg,19.0,Derecha,nan,---,nan,6.70,ESP,Correcta,Creativo
player_4362,R. Santander,ME/MP (C),183 cm,73 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4363,R. Santander,POR,180 cm,76 kg,17.0,Sin datos,nan,---,nan,-,ESP,Correcta,Distribuidor
player_4364,Antoniano,"MC, ME (C), MP (I)",181 cm,70 kg,23.0,Izquierda,nan,---,nan,6.54,ESP,Correcta,Tecnico
player_4365,Velez C.F.,ME/MP (C),164 cm,55 kg,20.0,Derecha,nan,---,nan,6.50,ESP,Correcta,Tecnico
player_4366,Huesca,ME/MP (I),171 cm,57 kg,16.0,Sin datos,nan,---,nan,-,ROU,Correcta,Tecnico
player_4367,U. Adarve,DL (C),184 cm,72 kg,19.0,Derecha,nan,---,nan,-,ESP,Correcta,Fisico
player_4368,A.D. San Juan,ME/MP (I),172 cm,64 kg,20.0,Izquierda,nan,---,nan,6.99,ESP,Correcta,Tecnico
player_4369,Elche,MP (C),182 cm,64 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4370,Alzira,ME (C),181 cm,73 kg,23.0,Izquierda,nan,---,nan,-,ESP,Correcta,Fisico
player_4371,Real Hispalis,POR,187 cm,75 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Distribuidor
player_4372,Zaragoza B,"MC, ME (C)",178 cm,74 kg,22.0,Derecha,nan,---,nan,6.95,ESP,Correcta,Inteligente
player_4373,Velez C.F.,"MP (I), DL (C)",180 cm,70 kg,22.0,Derecha,nan,---,nan,6.68,ESP,Correcta,Inteligente
player_4374,Amorebieta,CR (I),176 cm,63 kg,16.0,Izquierda,nan,---,nan,-,ESP,Correcta,Fisico
player_4375,Coruxo,DF (I),192 cm,79 kg,18.0,Sin datos,nan,---,nan,6.70,ESP,Correcta,Fisico
player_4376,R. Madrid,ME/MP (I),178 cm,61 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4377,Valladolid B,ME/MP (I),180 cm,67 kg,18.0,Izquierda,nan,---,nan,6.80,ESP,Correcta,Fisico
player_4378,Vigo,DL (C),182 cm,72 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4379,Oviedo,DF (C),178 cm,63 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4380,U. Murcia,DL (C),188 cm,82 kg,20.0,Derecha,nan,---,nan,7.60,ESP,Correcta,Tecnico
player_4381,A. Baleares,ME/MP (C),183 cm,64 kg,15.0,Derecha,nan,---,nan,-,ESP,Correcta,Lider
player_4382,Teruel,MP (D),193 cm,72 kg,16.0,Derecha,nan,---,nan,-,ESP,Correcta,Lider
player_4383,Velez C.F.,DL (C),189 cm,79 kg,21.0,Derecha,nan,---,nan,6.52,USA,Correcta,Inteligente
player_4384,Algeciras,DL (C),182 cm,73 kg,20.0,Derecha,nan,---,nan,6.55,ESP,Correcta,Inteligente
player_4385,Tudelano,DF (C),180 cm,73 kg,19.0,Izquierda,nan,---,nan,6.40,ECU,Correcta,Inteligente
player_4386,A.D. San Juan,ME (C),194 cm,83 kg,20.0,Derecha,nan,---,nan,6.29,ESP,Correcta,Fisico
player_4387,La Union At.,DF (C),178 cm,72 kg,23.0,Izquierda,nan,---,nan,6.56,ESP,Correcta,Lider
player_4388,Burgos,DF (D),175 cm,62 kg,16.0,Sin datos,nan,---,nan,-,ECU,Correcta,Fisico
player_4389,Las Palmas,MP (I),172 cm,57 kg,15.0,Sin datos,nan,---,nan,-,GAM,Correcta,Tecnico
player_4390,Egues,ME/MP (I),179 cm,73 kg,21.0,Izquierda,nan,---,nan,6.88,ESP,Correcta,Tecnico
player_4391,F.C. Andorra,DF (C),189 cm,72 kg,15.0,Sin datos,nan,---,nan,-,AND,Correcta,Lider
player_4392,Albacete,DL (C),171 cm,55 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4393,Cordoba,DF (D),179 cm,62 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4394,Ceuta,DL (C),184 cm,66 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4395,Atletico Pamplona,MP (I),186 cm,65 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4396,Logrones,DF (D),168 cm,55 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4397,Ponferrada,DF (C),193 cm,73 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4398,Ponferrada,ME (C),170 cm,61 kg,21.0,Derecha,nan,---,nan,-,ESP,Correcta,Creativo
player_4399,Unionistas,MP (D),170 cm,57 kg,16.0,Derecha,nan,---,nan,-,ESP,Correcta,Creativo
player_4400,Levante,DF (C),196 cm,82 kg,17.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4401,Girona,DF (C),192 cm,82 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4402,Montijo,ME (C),196 cm,88 kg,20.0,Derecha,nan,---,nan,6.62,AZE,Correcta,Tecnico
player_4403,Oviedo,ME (D),165 cm,52 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4404,Unionistas,MP (I),171 cm,60 kg,16.0,Solo izquierda,nan,---,nan,6.60,ESP,Correcta,Tecnico
player_4405,Covadonga,MP (C),187 cm,77 kg,26.0,Solo derecha,nan,---,nan,6.54,ESP,Correcta,Tecnico
player_4406,Cornella,ME (C),172 cm,58 kg,16.0,Sin datos,nan,---,nan,-,CHN,Correcta,Lider
player_4407,Badalona Fut,MC,170 cm,56 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Inteligente
player_4408,Espanyol B,"MC, ME (C)",171 cm,64 kg,19.0,Derecha,nan,---,nan,6.53,ESP,Correcta,Tecnico
player_4409,Gernika,DF (I),185 cm,75 kg,20.0,Izquierda,nan,---,nan,6.49,ESP,Correcta,Inteligente
player_4410,Valladolid,DL (C),175 cm,56 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4411,Alcoyano,POR,180 cm,61 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Con autoridad
player_4412,Numantia,DF (C),189 cm,72 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4413,Mallorca,MP (I),165 cm,52 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4414,Valladolid,CR (I),167 cm,53 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4415,Eibar,POR,186 cm,70 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Guardameta
player_4416,Vallecano,DF (I),173 cm,67 kg,18.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4417,Levante,MP (D),169 cm,58 kg,16.0,Sin datos,nan,---,nan,-,CMR,Correcta,Lider
player_4418,Aviles,MP (C),185 cm,68 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4419,Huesca,DF (C),179 cm,66 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4420,Ceuta,MP (I),174 cm,58 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4421,Real San Sebastian,DF (D),173 cm,57 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4422,Cadiz,DL (C),172 cm,58 kg,16.0,Sin datos,nan,---,nan,-,ROU,Correcta,Fisico
player_4423,Levante,ME (C),175 cm,61 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4424,Oviedo,MC,177 cm,64 kg,16.0,Sin datos,nan,---,nan,-,BIH,Correcta,Inteligente
player_4425,Tudelano,POR,179 cm,63 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Guardameta
player_4426,Compostela,DF (D),168 cm,56 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4427,Europa,DF (C),186 cm,68 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4428,Valladolid,ME (C),173 cm,59 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Lider
player_4429,Aviles,DF (D),182 cm,62 kg,15.0,Sin datos,nan,---,nan,-,ESP,Correcta,Fisico
player_4430,Ferrol,DL (C),175 cm,63 kg,16.0,Sin datos,nan,---,nan,-,ESP,Correcta,Tecnico
player_4431,Linares,MP (C),173 cm,62 kg,16.0,Izquierda,nan,---,nan,6.63,COL,Correcta,Lider
player_4432,La Nucia,CR/ME/MP (D),175 cm,74 kg,26.0,Solo derecha,nan,---,nan,6.77,ESP,Correcta,Tecnico
player_4433,Alcorcon,POR,181 cm,64 kg,16.0,Sin datos,nan,---,nan,-,COL,Correcta,Guardameta
player_4434,A. Sagunto,POR,186 cm,77 kg,22.0,Derecha,nan,---,nan,6.71,ESP,Correcta,Guardameta
